#Study : Study 28-03-17 19h04m
#Date : 20170328 19:12:37
#Version : 6.3.6059.1
#TestRunDate : 20170328 19:08:01.306 (-04:00)
#Tracker : Model-Tobii T60, Freq-60Hz, Screen Size(cms)-{Width=33.7, Height=27}, Screen Res-{Width=1920, Height=1080}, Distance(Resp)-60cm 

StudyName	ExportDate	Name	Age	Gender	StimulusName	SlideType	EventSource	Timestamp	MediaTime	TimeSignal	GazeLeftx	GazeLefty	GazeRightx	GazeRighty	PupilLeft	PupilRight	DistanceLeft	DistanceRight	CameraLeftX	CameraLeftY	CameraRightX	CameraRightY	ValidityLeft	ValidityRight	GazeX	GazeY	GazeAOI	InterpolatedGazeX	InterpolatedGazeY	GazeEventType	GazeVelocityAngle	SaccadeSeq	SaccadeStart	SaccadeDuration	FixationSeq	FixationX	FixationY	FixationStart	FixationDuration	FixationAOI	PostMarker	Annotation	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803510		2113	1074	166	1163	360	3.515472	3.450027	761.288	761.4712	0.6763222	0.5574733	0.5339538	0.5709485	0	0	1118	263		1118	263		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803539		2142	1066	183	1132	359	3.524796	3.500717	761.0319	761.2281	0.6764967	0.5573922	0.5341563	0.5707948	0	0	1099	271		1099	271		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803568		2171	1048	221	1125	364	3.554901	3.525986	761.2148	761.4372	0.6767082	0.5573088	0.5343629	0.5706609	0	0	1086	292		1086	292		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803597		2199	1049	186	1141	384	3.524582	3.527374	761.0115	761.2211	0.6768949	0.5573241	0.5345634	0.5706723	0	0	1095	285		1095	285		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803626		2229	1107	151	1258	327	3.566223	3.589127	761.2295	761.7126	0.6767558	0.5570531	0.5344092	0.5705044	0	0	1182	239		1182	239		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803656		2258	-1	-1	1489	220	-1	3.604324	-1	762.1112	0.6755915	0.5563779	0.5335456	0.5701396	0	0	1489	220		1489	220		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803685		2287	-1	-1	1495	195	-1	3.690216	-1	762.2302	0.6752518	0.5560471	0.5332897	0.57006	0	0	1495	195		1495	195		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803713		2317	-1	-1	1562	135	-1	3.591644	-1	762.0709	0.6753009	0.5562064	0.5331973	0.5704269	0	0	1562	135		1562	135		0				1	1563	134	2317	235									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803743		2346	-1	-1	1556	137	-1	3.630692	-1	761.7991	0.6753198	0.5565119	0.5331289	0.5708525	0	0	1556	137		1556	137		0				1	1563	134	2317	235									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803771		2375	-1	-1	1572	147	-1	3.644302	-1	761.5942	0.6753912	0.5568087	0.5331343	0.571254	0	0	1572	147		1572	147		0				1	1563	134	2317	235									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803801		2404	-1	-1	1566	143	-1	3.620071	-1	761.296	0.6755713	0.557261	0.5331787	0.5718016	0	0	1566	143		1566	143		0				1	1563	134	2317	235									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803831		2433	-1	-1	1564	137	-1	3.672501	-1	760.9719	0.6756781	0.5575877	0.533249	0.5721794	0	0	1564	137		1564	137		0				1	1563	134	2317	235									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803860		2463	-1	-1	1567	136	-1	3.667236	-1	760.8911	0.6757562	0.5578469	0.5332942	0.5725571	0	0	1567	136		1567	136		0				1	1563	134	2317	235									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803891		2493	-1	-1	1571	116	-1	3.694992	-1	760.8768	0.6758154	0.5579516	0.5333093	0.5727262	0	0	1571	116		1571	116		0				1	1563	134	2317	235									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803920		2522	-1	-1	1549	129	-1	3.696304	-1	760.9124	0.675815	0.5580049	0.5332977	0.5729186	0	0	1549	129		1549	129		0				1	1563	134	2317	235									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803950		2552	-1	-1	1561	128	-1	3.675552	-1	760.9802	0.6758489	0.5580912	0.5333045	0.5730416	0	0	1561	128		1561	128		0				1	1563	134	2317	235									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190803981		2582	956	88	1186	232	3.769043	3.663162	760.4398	760.8903	0.6775889	0.5589041	0.5352857	0.5731418	0	0	1071	160		1071	160		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804011		2612	511	263	725	323	3.685059	3.808731	760.7582	760.8087	0.6794384	0.5598376	0.5376368	0.5733117	0	0	618	293		618	293		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804041		2642	447	342	633	408	3.666367	3.881516	760.5913	760.4407	0.6800564	0.5603109	0.5385266	0.5734947	0	0	540	375		540	375		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804071		2672	478	336	578	414	3.687515	3.880402	760.8618	760.3382	0.6806049	0.5604054	0.5388058	0.5733103	0	0	528	375		528	375		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804100		2702	466	339	604	418	3.680984	3.874329	760.759	760.4792	0.6810638	0.5604797	0.5391976	0.5732511	0	0	535	378		535	378		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804130		2732	457	368	613	414	3.723679	3.935745	760.8171	760.9065	0.6814736	0.5605164	0.5395561	0.5731008	0	0	535	391		535	391		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804160		2762	456	343	-1	-1	3.790649	-1	760.9587	-1	0.6818331	0.5605946	0.5383382	0.570755	0	0	456	343		456	343		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804190		2792	469	337	619	414	3.805389	3.898666	760.9662	760.8936	0.6821561	0.5606625	0.5401312	0.5727335	0	0	544	376		544	376		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804220		2822	463	330	618	416	3.766235	3.916306	761.1777	761.1016	0.6824886	0.5605767	0.5404062	0.5725204	0	0	540	373		540	373		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804251		2852	451	327	565	425	3.793182	3.940674	761.0621	760.8935	0.6828188	0.5605029	0.5406896	0.5722187	0	0	508	376		508	376		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804281		2882	458	341	602	382	3.779312	3.94986	761.3992	760.9233	0.6832808	0.5604388	0.5410702	0.5719426	0	0	530	362		530	362		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804311		2912	469	341	630	409	3.79808	3.942642	761.5057	761.218	0.6837347	0.5604376	0.5415521	0.5715957	0	0	550	375		550	375		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804342		2942	445	366	587	430	3.827774	4.006454	761.5466	761.2079	0.6842087	0.5604996	0.5420275	0.5713478	0	0	516	398		516	398		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804371		2972	477	320	605	432	3.760132	3.948273	761.8367	761.0339	0.6847618	0.5606984	0.5425649	0.5710664	0	0	541	376		541	376		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804401		3002	459	362	590	410	3.838394	4.023102	761.8508	761.1273	0.6854108	0.5608948	0.5432193	0.5708276	0	0	524	386		524	386		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804431		3032	456	339	593	424	3.838394	3.963394	762.1687	761.2512	0.6862876	0.5612063	0.5440921	0.570363	0	0	524	382		524	382		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804461		3062	147	289	348	291	3.875351	3.977234	762.8855	761.5405	0.6880613	0.5609544	0.5463144	0.5692503	0	0	248	290		248	290		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804491		3092	225	248	327	268	3.856277	4.020447	763.3264	761.5511	0.6890152	0.5610453	0.5473458	0.5685194	0	0	276	258		276	258		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804521		3122	252	223	335	256	3.876907	3.983841	763.5341	761.556	0.6901121	0.5613632	0.5483941	0.5680425	0	0	294	240		294	240		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804551		3152	241	228	310	238	3.86496	4.003784	763.6401	761.3993	0.6911592	0.5617369	0.5494304	0.567624	0	0	276	233		276	233		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804581		3182	255	204	324	250	3.925903	4.001968	764.0266	761.5729	0.6922063	0.5621644	0.5504774	0.5672061	0	0	290	227		290	227		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804611		3212	239	232	341	237	3.957001	3.975372	764.3271	761.8695	0.6931891	0.5624204	0.5514655	0.5667287	0	0	290	234		290	234		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804641		3242	227	224	316	250	3.915161	3.99881	764.5566	761.7289	0.694056	0.5626495	0.5524022	0.5662376	0	0	272	237		272	237		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804672		3272	228	234	320	248	3.902863	3.987961	764.9016	761.7713	0.6948751	0.5627662	0.5532709	0.5657567	0	0	274	241		274	241		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804703		3302	215	234	311	265	3.941818	4.005951	765.0911	761.8147	0.6956782	0.5628221	0.5541009	0.5652748	0	0	263	250		263	250		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804732		3333	217	246	314	249	3.926407	4.012161	765.2635	761.772	0.6964506	0.5629953	0.5549022	0.5649272	0	0	266	248		266	248		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804763		3363	229	213	304	232	3.912094	4.051956	765.3257	761.7873	0.6972363	0.5632191	0.5557188	0.5646579	0	0	266	222		266	222		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804793		3393	213	240	327	242	3.974503	3.98848	765.4028	761.7252	0.6980584	0.5635015	0.5565875	0.5644615	0	0	270	241		270	241		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804823		3424	243	242	354	252	3.920593	3.977356	765.7083	761.8405	0.6990114	0.5638533	0.5575625	0.5642069	0	0	298	247		298	247		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804854		3454	211	234	319	229	3.97084	4.021027	765.7124	761.5064	0.6999823	0.5642024	0.5586085	0.5639373	0	0	265	232		265	232		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804884		3485	239	229	316	264	3.952072	3.984482	765.8846	761.3876	0.7011086	0.5645962	0.5597864	0.5636619	0	0	278	246		278	246		0				2	277	240	3092	393									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804915		3515	491	248	626	313	3.967346	4.048859	765.4243	761.2963	0.7011347	0.5652427	0.5601053	0.563878	0	0	558	280		558	280		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804945		3545	901	346	1001	438	3.988251	3.976913	765.5323	761.2811	0.7004628	0.5661849	0.5597473	0.5642956	0	0	951	392		951	392		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190804975		3576	893	345	-1	-1	3.993179	-1	765.695	-1	0.7017647	0.5665991	-1	-1	0	4	893	345		893	345		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805005		3607	892	323	1007	438	3.9785	3.976166	765.7819	761.0021	0.7030585	0.5668988	0.5623997	0.5635454	0	0	950	380		950	380		0				3	953	396	3607	215									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805037		3637	912	328	1001	460	3.997833	3.96521	766.1057	760.8782	0.7042973	0.5672953	0.5636401	0.5632187	0	0	956	394		956	394		0				3	953	396	3607	215									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805067		3667	899	340	1018	441	3.992401	3.962982	766.3452	760.7997	0.7053796	0.5674955	0.5648433	0.5629153	0	0	958	390		958	390		0				3	953	396	3607	215									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805099		3698	913	332	987	458	4.025009	4.020844	766.6838	760.6808	0.7063723	0.5678572	0.5658571	0.5627168	0	0	950	395		950	395		0				3	953	396	3607	215									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805130		3729	916	336	1019	446	4.015701	3.950226	766.9131	760.612	0.7071701	0.5681004	0.5667099	0.5626122	0	0	968	391		968	391		0				3	953	396	3607	215									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805161		3760	913	342	990	465	3.991394	4.012741	766.9988	760.7819	0.7078647	0.5683596	0.5674267	0.5625471	0	0	952	404		952	404		0				3	953	396	3607	215									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805192		3791	886	353	1001	467	4.016098	4.005646	767.0828	760.9029	0.7083417	0.5686365	0.567969	0.5626476	0	0	944	410		944	410		0				3	953	396	3607	215									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805222		3822	907	339	985	466	4.031662	4.037369	767.2187	760.9343	0.7086651	0.5687229	0.5682141	0.5626829	0	0	946	402		946	402		0				3	953	396	3607	215									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805253		3853	781	306	885	421	4.068451	4.141113	767.3802	761.2262	0.709078	0.5685902	0.5686061	0.5625889	0	0	833	364		833	364		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805283		3883	746	265	845	339	4.006912	4.069138	767.5935	761.5636	0.709433	0.5683023	0.5691968	0.5622882	0	0	796	302		796	302		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805313		3914	736	252	850	341	4.016388	4.075989	767.6774	761.4003	0.7096896	0.5684209	0.5693097	0.5624183	0	0	793	296		793	296		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805344		3944	764	248	837	329	3.979767	4.093262	767.7081	761.6974	0.7101197	0.5686374	0.5696744	0.5624205	0	0	800	288		800	288		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805377		3974	521	268	711	322	3.969482	4.08194	767.9987	761.8803	0.7114851	0.5686526	0.5710865	0.561676	0	0	616	295		616	295		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805405		4005	51	509	533	430	3.434769	3.177216	769.1158	762.368	0.7144357	0.5685887	0.5741981	0.5598565	0	0	292	470		292	470		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805429		4037	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805467		4066	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.5788071	0.5583445	4	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805499		4092	-1	-1	113	72	-1	4.070648	-1	762.0079	0.7192609	0.5701205	0.5798466	0.5581898	0	0	113	72		113	72		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805530		4129	-1	-1	126	85	-1	4.081223	-1	761.5738	0.7205449	0.570531	0.5812634	0.5577655	0	0	126	85		126	85		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805561		4161	-1	-1	137	72	-1	4.061752	-1	761.3802	0.7215045	0.5708731	0.5822887	0.5576005	0	0	137	72		137	72		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805591		4191	-1	-1	134	90	-1	4.034485	-1	761.3507	0.7222561	0.5710466	0.5830145	0.5575089	0	0	134	90		134	90		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805621		4222	-1	-1	126	85	-1	4.1017	-1	760.9601	0.7229045	0.5711442	0.5836378	0.5573833	0	0	126	85		126	85		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805653		4252	-1	-1	130	87	-1	4.110489	-1	760.5715	0.7234132	0.5713403	0.5841995	0.5573974	0	0	130	87		130	87		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805682		4282	-1	-1	143	68	-1	4.119232	-1	760.3792	0.7238322	0.571498	0.5846457	0.5574921	0	0	143	68		143	68		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805714		4313	-1	-1	131	76	-1	4.062744	-1	760.2508	0.7241516	0.5717162	0.5849825	0.5575727	0	0	131	76		131	76		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805743		4343	-1	-1	151	83	-1	4.101547	-1	760.3344	0.7244102	0.5717506	0.5852048	0.5575536	0	0	151	83		151	83		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805774		4374	-1	-1	132	85	-1	4.104019	-1	760.067	0.7245744	0.5716771	0.5854006	0.5573683	0	0	132	85		132	85		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805804		4404	-1	-1	134	77	-1	4.081436	-1	760.1083	0.7248394	0.571622	0.5856687	0.5572154	0	0	134	77		134	77		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805836		4435	-1	-1	115	83	-1	4.126587	-1	760.0278	0.7250366	0.5715375	0.5859115	0.5571064	0	0	115	83		115	83		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805865		4465	-1	-1	131	76	-1	4.070068	-1	760.0074	0.7252428	0.5715398	0.5861326	0.5570816	0	0	131	76		131	76		0				4	131	80	4092	373									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805896		4495	316	136	385	173	3.975311	4.152664	769.0502	760.0117	0.7244321	0.5716776	0.585421	0.5573052	0	0	350	154		350	154		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805926		4526	352	137	409	168	4.042709	4.045303	769.1398	760.068	0.7244223	0.5717277	0.5853536	0.5574616	0	0	380	152		380	152		0				5	391	157	4526	212									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805957		4557	356	116	428	175	3.99707	4.139465	769.0471	760.0562	0.7244461	0.5718845	0.5853249	0.5575669	0	0	392	146		392	146		0				5	391	157	4526	212									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190805987		4587	352	121	435	190	4.03981	4.085449	768.9982	760.0858	0.7244501	0.5718613	0.5852899	0.5575806	0	0	394	156		394	156		0				5	391	157	4526	212									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190806017		4618	355	134	423	196	3.987396	4.114151	768.9865	760.2078	0.724454	0.5718905	0.5852318	0.5576548	0	0	389	165		389	165		0				5	391	157	4526	212									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190806047		4648	344	131	428	188	4.003128	4.124268	768.9485	760.1731	0.7244625	0.5718694	0.5852243	0.5576415	0	0	386	160		386	160		0				5	391	157	4526	212									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190806077		4678	354	134	443	173	3.984634	4.065262	768.961	760.001	0.7245061	0.5719476	0.5852835	0.5577013	0	0	398	154		398	154		0				5	391	157	4526	212									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190806107		4708	339	124	443	207	3.982208	4.072128	768.9507	759.9374	0.7245348	0.572038	0.5853016	0.5578116	0	0	391	166		391	166		0				5	391	157	4526	212									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190806138		4738	354	125	437	195	4.004089	4.076096	768.8918	760.074	0.7244772	0.5720494	0.585201	0.5579126	0	0	396	160		396	160		0				5	391	157	4526	212									
